Order #,Time,Server,Item,Modifiers,Price,Qty,Tax,Total,Payment Type,Parsed Time,Hour,Cluster
2,"5/3/25, 9:15 AM","(5/3/25, 8:42 AM - 8:43 AM)",Landscape,"Iced, Double Matcha, Oat Milk, Latte",8.5,1,8.5,0.83,Visa 1305,2025-05-03 09:15:00,9,2
2,"5/3/25, 9:15 AM","(5/3/25, 8:42 AM - 8:43 AM)",Bagel,"1 Bagel, Plain, Plain CC",4.0,1,4.0,0.39,Visa 1305,2025-05-03 09:15:00,9,1
3,"5/3/25, 9:24 AM","(5/3/25, 8:42 AM - 8:43 AM)",Latte,"Iced, Vanilla, Light Ice, Less Milk",5.5,1,5.5,0.54,Visa 7612,2025-05-03 09:24:00,9,4
4,"5/3/25, 9:35 AM","(5/3/25, 8:42 AM - 8:43 AM)",Doppio,Iced,3.5,1,3.5,0.34,Visa 6180,2025-05-03 09:35:00,9,1
5,"5/3/25, 9:39 AM","(5/3/25, 8:42 AM - 8:43 AM)",El Toro Rojo,No Aioli,11.0,1,11.0,1.07,Visa 6180,2025-05-03 09:39:00,9,2
6,"5/3/25, 9:59 AM","(5/3/25, 8:42 AM - 8:43 AM)",Iced Shaken Espresso,"Iced, Canesugar, Spl Oat",4.5,1,2.25,0.22,Amex 7678,2025-05-03 09:59:00,9,4
7,"5/3/25, 10:05 AM","(5/3/25, 8:42 AM - 8:43 AM)",Cold Brew,"Iced, Cold foam, Tm",6.5,1,6.5,0.63,Visa 4270,2025-05-03 10:05:00,10,4
8,"5/3/25, 10:15 AM","(5/3/25, 8:42 AM - 8:43 AM)",Landscape,"Iced, Latte, Oat Milk",7.25,1,7.25,0.71,Mastercard 9461,2025-05-03 10:15:00,10,4
9,"5/3/25, 10:16 AM","(5/3/25, 8:42 AM - 8:43 AM)",Landscape,"Iced, Latte, Oat Milk",7.25,1,7.25,0.71,Visa 6637,2025-05-03 10:16:00,10,4
10,"5/3/25, 10:19 AM","(5/3/25, 8:42 AM - 8:43 AM)",Bagel Combo,"_, Latte, Everything Bagel, Garlic Herb CC, BSC",8.5,1,8.5,0.83,Mastercard 1124,2025-05-03 10:19:00,10,2
11,"5/3/25, 10:28 AM","(5/3/25, 8:42 AM - 8:43 AM)",Latte,"Iced, Oat Milk, Hot",5.75,1,5.75,0.56,Visa 4638,2025-05-03 10:28:00,10,4
11,"5/3/25, 10:28 AM","(5/3/25, 8:42 AM - 8:43 AM)",Latte,"Vanilla, Hot",5.5,1,5.5,0.54,Visa 4638,2025-05-03 10:28:00,10,4
12,"5/3/25, 10:31 AM","(5/3/25, 8:42 AM - 8:43 AM)",El Toro Rojo,Ni Bacon,11.0,1,11.0,1.07,Visa 5719,2025-05-03 10:31:00,10,2
13,"5/3/25, 10:32 AM","(5/3/25, 8:42 AM - 8:43 AM)",Bagel,"1 Bagel, Plain, No CC",2.5,1,2.5,0.24,Visa 2147,2025-05-03 10:32:00,10,1
39,"5/3/25, 11:26 AM","(5/3/25, 8:42 AM - 8:43 AM)",Not So Aburrito,Side Diablo Sauce,10.0,1,10.0,0.98,Visa 4424,2025-05-03 11:26:00,11,2
41,"5/3/25, 11:28 AM","(5/3/25, 8:42 AM - 8:43 AM)",Latte,"Iced, Almond Milk",5.75,1,5.75,0.56,Visa 7592,2025-05-03 11:28:00,11,4
42,"5/3/25, 11:29 AM","(5/3/25, 8:42 AM - 8:43 AM)",S'mores,"Iced, Latte",6.5,1,6.5,0.63,Mastercard 9461,2025-05-03 11:29:00,11,4
43,"5/3/25, 11:31 AM","(5/3/25, 8:42 AM - 8:43 AM)",Latte,"Iced, Vanilla, Almond Milk",6.25,1,6.25,0.61,Visa 5246,2025-05-03 11:31:00,11,4
46,"5/3/25, 11:37 AM","(5/3/25, 8:42 AM - 8:43 AM)",Doppio,Iced,3.5,1,3.5,0.34,Visa 6180,2025-05-03 11:37:00,11,1
47,"5/3/25, 11:40 AM","(5/3/25, 8:42 AM - 8:43 AM)",El Toro Rojo,Diablo Spread On The Side,11.0,1,11.0,1.07,Visa 0387,2025-05-03 11:40:00,11,2
47,"5/3/25, 11:40 AM","(5/3/25, 8:42 AM - 8:43 AM)",S'mores,"Iced, Latte, Oat Milk",7.25,1,7.25,0.71,Visa 0387,2025-05-03 11:40:00,11,4
48,"5/3/25, 11:42 AM","(5/3/25, 8:42 AM - 8:43 AM)",Mocha,"Iced, Extra Shot",6.5,1,6.5,0.63,Visa 7690,2025-05-03 11:42:00,11,4
49,"5/3/25, 11:46 AM","(5/3/25, 8:42 AM - 8:43 AM)",Bagel Combo,"_, Sesame Bagel, Garlic Herb CC, Latte, Vanilla, Oat Milk, Iced",9.25,1,9.25,0.9,Mastercard 8005,2025-05-03 11:46:00,11,2
51,"5/3/25, 11:47 AM","(5/3/25, 8:42 AM - 8:43 AM)",BBLT,Avocado,11.5,1,11.5,1.12,Visa 4564,2025-05-03 11:47:00,11,2
52,"5/3/25, 11:52 AM","(5/3/25, 8:42 AM - 8:43 AM)",Bagel,"1 Bagel, Everything, No CC, Add Salmon On Top",5.0,1,5.0,0.49,Mastercard 8521,2025-05-03 11:52:00,11,1
58,"5/3/25, 11:55 AM","(5/3/25, 8:42 AM - 8:43 AM)",Bagel Combo,"_, Everything Bagel, Plain CC, Latte, Iced",8.0,1,8.0,0.78,Visa 3117,2025-05-03 11:55:00,11,2
59,"5/3/25, 11:58 AM","(5/3/25, 8:42 AM - 8:43 AM)",Not So Aburrito,"No Cheese, Extra Salsa On Side",10.0,1,10.0,0.98,Visa 3140,2025-05-03 11:58:00,11,2
60,"5/3/25, 12:00 PM","(5/3/25, 8:42 AM - 8:43 AM)",Bagel Combo,"_, Asiago Bagel, Garlic Herb CC, Matcha, Vanilla",9.0,1,9.0,0.88,Visa 3476,2025-05-03 12:00:00,12,0
61,"5/3/25, 12:01 PM","(5/3/25, 8:42 AM - 8:43 AM)",Bagel Combo,"_, Cin Sug. Bagel, Plain CC, Matcha, Vanilla",9.0,1,9.0,0.88,Visa 5775,2025-05-03 12:01:00,12,0
63,"5/3/25, 12:03 PM","(5/3/25, 8:42 AM - 8:43 AM)",Bagel Combo,"_, Asiago Bagel, Garlic Herb CC, Latte, Vanilla",8.5,1,8.5,0.83,Visa 4778,2025-05-03 12:03:00,12,0
64,"5/3/25, 12:04 PM","(5/3/25, 8:42 AM - 8:43 AM)",Bagel,"1 Bagel, Asiago, No CC",2.5,1,2.5,0.24,Visa 3471,2025-05-03 12:04:00,12,1
65,"5/3/25, 12:05 PM","(5/3/25, 8:42 AM - 8:43 AM)",Bagel,"1 Bagel, Everything, Garlic Herb CC",4.25,1,4.25,0.41,Visa 5427,2025-05-03 12:05:00,12,1
66,"5/3/25, 12:06 PM","(5/3/25, 8:42 AM - 8:43 AM)",Bagel Combo,"_, Everything Bagel, Plain CC, Latte, Hot",8.0,1,8.0,0.78,Visa 2739,2025-05-03 12:06:00,12,0
66,"5/3/25, 12:06 PM","(5/3/25, 8:42 AM - 8:43 AM)",Bagel,"1 Bagel, Everything, Garlic Herb CC",4.25,1,4.25,0.41,Visa 2739,2025-05-03 12:06:00,12,1
68,"5/3/25, 12:08 PM","(5/3/25, 8:42 AM - 8:43 AM)",Bagel Combo,"_, Asiago Bagel, Garlic Herb CC, Latte, Honey, Iced",8.0,1,8.0,0.78,Discover 8486,2025-05-03 12:08:00,12,0
69,"5/3/25, 12:09 PM","(5/3/25, 8:42 AM - 8:43 AM)",Bagel Combo,"_, Cold Brew, Cold Foam, Van Cf, Asiago Bagel, Garlic Herb CC",9.0,1,9.0,0.88,Visa 5622,2025-05-03 12:09:00,12,0
73,"5/3/25, 12:12 PM","(5/3/25, 8:42 AM - 8:43 AM)",Bagel Combo,"_, Sesame Bagel, Plain CC, Latte, Eclipse, Iced",8.5,1,8.5,0.83,Visa 8358,2025-05-03 12:12:00,12,0
77,"5/3/25, 12:14 PM","(5/3/25, 8:42 AM - 8:43 AM)",Chai,"Iced, Cold foam, Vani Cf",7.0,1,7.0,0.68,Visa 7003,2025-05-03 12:14:00,12,5
77,"5/3/25, 12:14 PM","(5/3/25, 8:42 AM - 8:43 AM)",Latte,"Iced, Vanilla, Cold foam",6.5,1,6.5,0.63,Visa 7003,2025-05-03 12:14:00,12,6
77,"5/3/25, 12:14 PM","(5/3/25, 8:42 AM - 8:43 AM)",Matcha,"Iced, Chocolate Milano",6.0,1,6.0,0.58,Visa 7003,2025-05-03 12:14:00,12,5
78,"5/3/25, 12:20 PM","(5/3/25, 8:42 AM - 8:43 AM)",Bagel Combo,"_, Everything Bagel, Garlic Herb CC, Matcha, Less Ice",8.5,1,8.5,0.83,Visa 6921,2025-05-03 12:20:00,12,0
79,"5/3/25, 12:21 PM","(5/3/25, 8:42 AM - 8:43 AM)",Matcha,"Iced, Strawberry",6.0,1,6.0,0.58,Visa 6364,2025-05-03 12:21:00,12,5
79,"5/3/25, 12:21 PM","(5/3/25, 8:42 AM - 8:43 AM)",$0.00,Kodiak Catch,12.0,1,12.0,1.17,Visa 6364,2025-05-03 12:21:00,12,0
81,"5/3/25, 12:23 PM","(5/3/25, 8:42 AM - 8:43 AM)",Bagel Combo,"_, Cin Sug. Bagel, Blueberry CC, Matcha, Strawberry, No Ice, Oat Milk",9.75,1,9.75,0.95,Visa 6825,2025-05-03 12:23:00,12,0
85,"5/3/25, 12:25 PM","(5/3/25, 8:42 AM - 8:43 AM)",Bagel Combo,"_, Latte, Vanilla, Almond Milk, Asiago Bagel, Plain CC",9.25,1,9.25,0.9,Visa 3340,2025-05-03 12:25:00,12,0
87,"5/3/25, 12:27 PM","(5/3/25, 8:42 AM - 8:43 AM)",Bagel Combo,"_, Everything Bagel, Garlic Herb CC, Latte",8.0,1,8.0,0.78,Visa 3951,2025-05-03 12:27:00,12,0
93,"5/3/25, 12:29 PM","(5/3/25, 8:42 AM - 8:43 AM)",Bagel,"1 Bagel, Sesame, Garlic Herb CC",4.25,1,4.25,0.41,Visa 3007,2025-05-03 12:29:00,12,1
95,"5/3/25, 12:30 PM","(5/3/25, 8:42 AM - 8:43 AM)",Bagel Combo,"_, Chai, Everything Bagel, Blueberry CC",8.5,1,8.5,0.83,Visa 9592,2025-05-03 12:30:00,12,0
98,"5/3/25, 12:31 PM","(5/3/25, 8:42 AM - 8:43 AM)",Latte,"Iced, Cold foam",6.0,1,6.0,0.58,Visa 8914,2025-05-03 12:31:00,12,6
99,"5/3/25, 12:33 PM","(5/3/25, 8:42 AM - 8:43 AM)",Bagel Combo,"_, Everything Bagel, Garlic Herb CC, Latte, Snick",9.5,1,9.5,0.93,Visa 8579,2025-05-03 12:33:00,12,0
101,"5/3/25, 12:35 PM","(5/3/25, 8:42 AM - 8:43 AM)",Mr. Can't Go wrong,"No Garlic Spread, Add Diablo Spread",10.0,1,10.0,0.98,Visa 0667,2025-05-03 12:35:00,12,0
101,"5/3/25, 12:35 PM","(5/3/25, 8:42 AM - 8:43 AM)",Matcha,"Iced, Oat Milk, Extra Shot, 2 Shots",7.25,1,7.25,0.71,Visa 0667,2025-05-03 12:35:00,12,5
102,"5/3/25, 12:38 PM","(5/3/25, 8:42 AM - 8:43 AM)",Bagel Combo,"_, Plain Bagel, Garlic Herb CC, Latte, Snicker, Iced",8.5,1,8.5,0.83,Visa 9579,2025-05-03 12:38:00,12,0
103,"5/3/25, 12:39 PM","(5/3/25, 8:42 AM - 8:43 AM)",Bagel Combo,"_, Asiago Bagel, Garlic Herb CC, Latte, BSC, Cold Foam, Iced",9.5,1,9.5,0.93,Discover 8099,2025-05-03 12:39:00,12,0
104,"5/3/25, 12:42 PM","(5/3/25, 8:42 AM - 8:43 AM)",Matcha,"Iced, Strawberry, Almond Milk",6.75,1,6.75,0.66,Visa 6065,2025-05-03 12:42:00,12,5
105,"5/3/25, 12:44 PM","(5/3/25, 8:42 AM - 8:43 AM)",Latte,"Iced, Almond Milk, Brown Sugar Cinnamon",6.25,1,6.25,0.61,Visa 2840,2025-05-03 12:44:00,12,6
107,"5/3/25, 12:46 PM","(5/3/25, 8:42 AM - 8:43 AM)",Snickerdoodle,"Iced, Latte, Almond Milk",7.25,1,7.25,0.71,Amex 1998,2025-05-03 12:46:00,12,5
108,"5/3/25, 12:48 PM","(5/3/25, 8:42 AM - 8:43 AM)",Latte,"Iced, Almond Milk",5.75,1,5.75,0.56,Visa 8635,2025-05-03 12:48:00,12,6
110,"5/3/25, 12:50 PM","(5/3/25, 8:42 AM - 8:43 AM)",Latte,"Iced, Less Milk",5.0,1,5.0,0.49,Visa 4380,2025-05-03 12:50:00,12,6
112,"5/3/25, 12:52 PM","(5/3/25, 8:42 AM - 8:43 AM)",Bagel Combo,"_, Cin Sug. Bagel, Maple CC, Latte, Smores",9.5,1,9.5,0.93,Visa 3930,2025-05-03 12:52:00,12,0
112,"5/3/25, 12:52 PM","(5/3/25, 8:42 AM - 8:43 AM)",Bagel Combo,"_, Plain Bagel, Plain CC, Latte, Rasp, Almond Milk",9.25,1,9.25,0.9,Visa 3930,2025-05-03 12:52:00,12,0
114,"5/3/25, 12:55 PM","(5/3/25, 8:42 AM - 8:43 AM)",White Macadamia,"Iced, Latte",6.5,1,6.5,0.63,Visa 9685,2025-05-03 12:55:00,12,5
115,"5/3/25, 12:57 PM","(5/3/25, 8:42 AM - 8:43 AM)",Eclipse,"Iced, Latte",6.5,1,6.5,0.63,Mastercard 3917,2025-05-03 12:57:00,12,5
118,"5/3/25, 1:01 PM","(5/3/25, 8:42 AM - 8:43 AM)",S'mores,"Iced, Latte, Oat Milk",7.25,1,7.25,0.71,Visa 4299,2025-05-03 13:01:00,13,5
119,"5/3/25, 1:02 PM","(5/3/25, 8:42 AM - 8:43 AM)",Eclipse,"Iced, Latte, Light Ice, One And Half",6.5,1,6.5,0.63,Visa 9985,2025-05-03 13:02:00,13,5
120,"5/3/25, 1:04 PM","(5/3/25, 8:42 AM - 8:43 AM)",S'mores,"Iced, Latte, Oat Milk",7.25,1,7.25,0.71,Mastercard 0223,2025-05-03 13:04:00,13,5
121,"5/3/25, 1:08 PM","(5/3/25, 8:42 AM - 8:43 AM)",Bagel Combo,"_, Asiago Bagel, Plain CC, Latte, Eclipse",9.5,1,9.5,0.93,Mastercard 1517,2025-05-03 13:08:00,13,0
127,"5/3/25, 1:10 PM","(5/3/25, 8:42 AM - 8:43 AM)",Bagel Combo,"_, Asiago Bagel, Garlic Herb CC, Latte, Exlipse",9.5,1,9.5,0.93,Mastercard 9340,2025-05-03 13:10:00,13,0
128,"5/3/25, 1:11 PM","(5/3/25, 8:42 AM - 8:43 AM)",Wings,"5, BBQ, Blue Cheese, Fries",10.0,1,5.0,0.49,Visa 3964,2025-05-03 13:11:00,13,0
131,"5/3/25, 1:11 PM","(5/3/25, 8:42 AM - 8:43 AM)",Bagel Combo,"_, Plain Bagel, Plain CC, Latte, Eclipse",9.5,1,9.5,0.93,Visa 5737,2025-05-03 13:11:00,13,0
131,"5/3/25, 1:11 PM","(5/3/25, 8:42 AM - 8:43 AM)",Bagel,"1 Bagel, Plain, Plain CC",4.0,1,4.0,0.39,Visa 5737,2025-05-03 13:11:00,13,1
136,"5/3/25, 1:14 PM","(5/3/25, 8:42 AM - 8:43 AM)",Latte,"Iced, Caramel",5.5,1,5.5,0.54,Visa 5877,2025-05-03 13:14:00,13,6
136,"5/3/25, 1:14 PM","(5/3/25, 8:42 AM - 8:43 AM)",Latte,"Iced, Vanilla",5.5,1,5.5,0.54,Visa 5877,2025-05-03 13:14:00,13,6
136,"5/3/25, 1:14 PM","(5/3/25, 8:42 AM - 8:43 AM)",Bagel Combo,"_, Plain Bagel, Plain CC, Americano",8.0,1,8.0,0.78,Visa 5877,2025-05-03 13:14:00,13,0
136,"5/3/25, 1:14 PM","(5/3/25, 8:42 AM - 8:43 AM)",Bagel Combo,"_, Everything Bagel, Garlic Herb CC, Latte, BSC",8.5,1,8.5,0.83,Visa 5877,2025-05-03 13:14:00,13,0
140,"5/3/25, 1:19 PM","(5/3/25, 8:42 AM - 8:43 AM)",Eclipse,"Hot, Latte",6.5,1,6.5,0.63,Visa 3405,2025-05-03 13:19:00,13,5
141,"5/3/25, 1:20 PM","(5/3/25, 8:42 AM - 8:43 AM)",Eclipse,"Hot, Latte, Almond Milk",7.25,1,7.25,0.71,Amex 5469,2025-05-03 13:20:00,13,5
142,"5/3/25, 1:22 PM","(5/3/25, 8:42 AM - 8:43 AM)",Mr. Can't Go wrong,"Sesame Bagel, Sub Potatos For Bacon",10.0,1,10.0,0.98,Visa 2458,2025-05-03 13:22:00,13,0
143,"5/3/25, 1:23 PM","(5/3/25, 8:42 AM - 8:43 AM)",Mr. Can't Go wrong,Everything Bagel,10.0,1,10.0,0.98,Visa 1470,2025-05-03 13:23:00,13,0
144,"5/3/25, 1:23 PM","(5/3/25, 8:42 AM - 8:43 AM)",Latte,"Iced, Vanilla",5.5,1,5.5,0.54,Visa 4876,2025-05-03 13:23:00,13,6
147,"5/3/25, 1:25 PM","(5/3/25, 8:42 AM - 8:43 AM)",Mocha Hazelnut,"Iced, Latte",6.5,1,6.5,0.63,Discover 5718,2025-05-03 13:25:00,13,5
149,"5/3/25, 1:26 PM","(5/3/25, 8:42 AM - 8:43 AM)",Matcha,"Iced, Oat Milk",6.25,1,6.25,0.61,Visa 2874,2025-05-03 13:26:00,13,5
153,"5/3/25, 1:28 PM","(5/3/25, 8:42 AM - 8:43 AM)",S'mores,"Iced, Latte, Oat Milk",7.25,1,7.25,0.71,Visa 3502,2025-05-03 13:28:00,13,5
163,"5/3/25, 1:32 PM","(5/3/25, 8:42 AM - 8:43 AM)",Latte,"Iced, Hazelnut, Mocha, Oat Milk",6.25,1,6.25,0.61,Mastercard 1792,2025-05-03 13:32:00,13,6
168,"5/3/25, 1:34 PM","(5/3/25, 8:42 AM - 8:43 AM)",Latte,"Iced, Hazelnut, Almond Milk",6.25,1,6.25,0.61,Visa 8220,2025-05-03 13:34:00,13,6
172,"5/3/25, 1:37 PM","(5/3/25, 8:42 AM - 8:43 AM)",Bagel,"1 Bagel, Plain, Plain CC",4.0,1,4.0,0.39,Visa 6403,2025-05-03 13:37:00,13,1
173,"5/3/25, 1:37 PM","(5/3/25, 8:42 AM - 8:43 AM)",Bagel,"1 Bagel, Everything, Blueberry CC",4.25,1,4.25,0.41,Visa 3070,2025-05-03 13:37:00,13,1
175,"5/3/25, 1:39 PM","(5/3/25, 8:42 AM - 8:43 AM)",Bagel Combo,"_, Matcha, Oat Milk, Plain Bagel, None, NO BAGEL. Just Cheesy Scrambled Eggs, Vanilla",10.25,1,10.25,1.0,Visa 3099,2025-05-03 13:39:00,13,0
181,"5/3/25, 1:42 PM","(5/3/25, 8:42 AM - 8:43 AM)",Bagel Combo,"_, Asiago Bagel, Plain CC, Toasted, Cut in Half, Matcha, Oat Milk, Vanilla, Less Ice",9.75,1,9.75,0.95,Amex 7923,2025-05-03 13:42:00,13,0
181,"5/3/25, 1:42 PM","(5/3/25, 8:42 AM - 8:43 AM)",Not So Aburrito,No Pico,10.0,1,10.0,0.98,Amex 7923,2025-05-03 13:42:00,13,0
181,"5/3/25, 1:42 PM","(5/3/25, 8:42 AM - 8:43 AM)",Chai,"Iced, Vanilla",6.5,1,6.5,0.63,Amex 7923,2025-05-03 13:42:00,13,5
187,"5/3/25, 1:46 PM","(5/3/25, 8:42 AM - 8:43 AM)",Iced Shaken Espresso,"Iced, Spl Oat, Hazelnut, One Pump",5.0,1,5.0,0.49,Mastercard 4019,2025-05-03 13:46:00,13,5
192,"5/3/25, 1:50 PM","(5/3/25, 8:42 AM - 8:43 AM)",The Dark Side,"Iced, Latte, Oat Milk, Cold foam",7.25,1,7.25,0.71,Visa 9227,2025-05-03 13:50:00,13,5
194,"5/3/25, 1:51 PM","(5/3/25, 8:42 AM - 8:43 AM)",Bagel Combo,"_, Asiago Bagel, Diablo CC, Latte",8.0,1,8.0,0.78,Mastercard 9945,2025-05-03 13:51:00,13,0
197,"5/3/25, 1:54 PM","(5/3/25, 8:42 AM - 8:43 AM)",Latte,"Iced, Strawberry",5.5,1,5.5,0.54,Visa 0451,2025-05-03 13:54:00,13,6
199,"5/3/25, 1:56 PM","(5/3/25, 8:42 AM - 8:43 AM)",Bagel Combo,"_, Plain Bagel, Plain CC, Latte, Vanilla, Iced",8.5,1,8.5,0.83,Visa 3740,2025-05-03 13:56:00,13,0
200,"5/3/25, 1:57 PM","(5/3/25, 8:42 AM - 8:43 AM)",Cold Brew,"Iced, Light Ice, Spl Whole",5.5,1,5.5,0.54,Amex 0803,2025-05-03 13:57:00,13,5
202,"5/3/25, 1:59 PM","(5/3/25, 8:42 AM - 8:43 AM)",Matcha,"Iced, Vanilla, Oat Milk",6.75,1,6.75,0.66,Visa 8930,2025-05-03 13:59:00,13,5
203,"5/3/25, 2:01 PM","(5/3/25, 8:42 AM - 8:43 AM)",Latte,"Iced, Dark Side, 1/2 Sweet",5.0,1,5.0,0.49,Visa 5710,2025-05-03 14:01:00,14,6
206,"5/3/25, 2:03 PM","(5/3/25, 8:42 AM - 8:43 AM)",Bagel Combo,"_, Cin Sug. Bagel, Blueberry CC, Latte, Cane",8.0,1,8.0,0.78,Visa 1701,2025-05-03 14:03:00,14,0
209,"5/3/25, 2:06 PM","(5/3/25, 8:42 AM - 8:43 AM)",Bagel Combo,"_, Latte, Everything Bagel, Plain CC",8.0,1,8.0,0.78,Mastercard 1505,2025-05-03 14:06:00,14,0
213,"5/3/25, 2:07 PM","(5/3/25, 8:42 AM - 8:43 AM)",Latte,Iced,5.0,1,5.0,0.49,Visa 4392,2025-05-03 14:07:00,14,6
214,"5/3/25, 2:08 PM","(5/3/25, 8:42 AM - 8:43 AM)",Mocha,Iced,5.5,1,5.5,0.54,Visa 2502,2025-05-03 14:08:00,14,5
216,"5/3/25, 2:08 PM","(5/3/25, 8:42 AM - 8:43 AM)",Latte,"Iced, Darkaide",5.5,1,5.5,0.54,Discover 3780,2025-05-03 14:08:00,14,6
217,"5/3/25, 2:11 PM","(5/3/25, 8:42 AM - 8:43 AM)",Bagel Combo,"_, Plain Bagel, Maple CC, Latte, Caramel, Almond Milk, Iced",9.25,1,9.25,0.9,Mastercard 5789,2025-05-03 14:11:00,14,0
222,"5/3/25, 2:16 PM","(5/3/25, 8:42 AM - 8:43 AM)",Matcha,"Iced, Strawberry",6.0,1,6.0,0.58,Visa 5446,2025-05-03 14:16:00,14,5
223,"5/3/25, 2:22 PM","(5/3/25, 8:42 AM - 8:43 AM)",Latte,"Iced, Strawberry",5.5,1,5.5,0.54,Visa 2196,2025-05-03 14:22:00,14,6
238,"5/3/25, 2:31 PM","(5/3/25, 8:42 AM - 8:43 AM)",Bagel Combo,"_, Cin Sug. Bagel, Maple CC, Latte",8.0,1,8.0,0.78,Visa 9238,2025-05-03 14:31:00,14,0
239,"5/3/25, 2:37 PM","(5/3/25, 8:42 AM - 8:43 AM)",Bagel Combo,"_, Plain Bagel, Plain CC, Cold Brew, Smores",8.5,1,8.5,0.83,Visa 4998,2025-05-03 14:37:00,14,0
242,"5/3/25, 2:37 PM","(5/3/25, 8:42 AM - 8:43 AM)",Cold Brew,Iced,5.5,1,5.5,0.54,Visa 3170,2025-05-03 14:37:00,14,5
243,"5/3/25, 2:40 PM","(5/3/25, 8:42 AM - 8:43 AM)",Mocha,"Iced, Light Ice",5.5,1,5.5,0.54,Mastercard 4883,2025-05-03 14:40:00,14,5
244,"5/3/25, 2:41 PM","(5/3/25, 8:42 AM - 8:43 AM)",Bagel Combo,"_, Matcha, Honey, Plain Bagel, Blueberry CC, Iced",8.5,1,8.5,0.83,Visa 5324,2025-05-03 14:41:00,14,0
246,"5/3/25, 2:44 PM","(5/3/25, 8:42 AM - 8:43 AM)",Bagel Combo,"_, Everything Bagel, Garlic Herb CC, Shaken Espresso, Hazelnut, Spl Milk, Cold Foam",9.5,1,9.5,0.93,Visa 5626,2025-05-03 14:44:00,14,0
252,"5/3/25, 2:47 PM","(5/3/25, 8:42 AM - 8:43 AM)",Latte,"Iced, Vanilla, Sf Van",5.5,1,5.5,0.54,Visa 6856,2025-05-03 14:47:00,14,6
255,"5/3/25, 2:48 PM","(5/3/25, 8:42 AM - 8:43 AM)",Latte,"Iced, Vanilla, Sf Van",5.5,1,5.5,0.54,Visa 0369,2025-05-03 14:48:00,14,6
256,"5/3/25, 2:50 PM","(5/3/25, 8:42 AM - 8:43 AM)",Latte,"Iced, Vanilla",5.5,1,5.5,0.54,Amex 0843,2025-05-03 14:50:00,14,6
259,"5/3/25, 2:51 PM","(5/3/25, 8:42 AM - 8:43 AM)",Latte,"Iced, Vanilla",5.5,1,5.5,0.54,Visa 3348,2025-05-03 14:51:00,14,6
261,"5/3/25, 2:52 PM","(5/3/25, 8:42 AM - 8:43 AM)",Latte,"Iced, Vanilla, Oat Milk",6.25,1,6.25,0.61,Visa 9286,2025-05-03 14:52:00,14,6
262,"5/3/25, 2:54 PM","(5/3/25, 8:42 AM - 8:43 AM)",Matcha,"Iced, Vanilla, Sf Van",6.0,1,6.0,0.58,Visa 3141,2025-05-03 14:54:00,14,5
266,"5/3/25, 2:56 PM","(5/3/25, 8:42 AM - 8:43 AM)",Matcha,"Iced, Cane",5.5,1,5.5,0.54,Amex 5149,2025-05-03 14:56:00,14,5
269,"5/3/25, 2:57 PM","(5/3/25, 8:42 AM - 8:43 AM)",Matcha,"Iced, Cane",5.5,1,5.5,0.54,Visa 5773,2025-05-03 14:57:00,14,5
271,"5/3/25, 2:58 PM","(5/3/25, 8:42 AM - 8:43 AM)",Latte,"Iced, Hazelnut",5.5,1,5.5,0.54,Visa 3844,2025-05-03 14:58:00,14,6
272,"5/3/25, 3:01 PM","(5/3/25, 8:42 AM - 8:43 AM)",Bagel Combo,"_, Cin Sug. Bagel, Latte, Snickerdoodle Light Ice, None",9.5,1,9.5,0.93,Visa 1660,2025-05-03 15:01:00,15,0
275,"5/3/25, 3:05 PM","(5/3/25, 8:42 AM - 8:43 AM)",Matcha,"Iced, Vanilla, Oat Milk, Cold foam, Van Cf",7.75,1,7.75,0.76,Mastercard 0490,2025-05-03 15:05:00,15,5
3,"5/4/25, 8:26 AM","(5/4/25, 8:26 AM - 8:27 AM)",Bagel Combo,"_, Asiago Bagel, Garlic Herb CC, Matcha, Vanilla, Double Match",10.5,1,10.5,1.02,Visa 5849,2025-05-04 08:26:00,8,2
4,"5/4/25, 8:31 AM","(5/4/25, 8:26 AM - 8:27 AM)",Bagel Combo,"_, Asiago Bagel, Garlic Herb CC, Cold Brew",8.0,1,8.0,0.78,Visa 6124,2025-05-04 08:31:00,8,2
5,"5/4/25, 8:33 AM","(5/4/25, 8:26 AM - 8:27 AM)",Bagel Combo,"_, Everything Bagel, Garlic Herb CC, Chai, Iced",8.5,1,8.5,0.83,Discover 8594,2025-05-04 08:33:00,8,2
6,"5/4/25, 8:34 AM","(5/4/25, 8:26 AM - 8:27 AM)",Bagel Combo,"_, Sesame Bagel, Garlic Herb CC, Chai, Vanilla, Iced",9.0,1,9.0,0.88,Visa 4152,2025-05-04 08:34:00,8,2
7,"5/4/25, 8:53 AM","(5/4/25, 8:26 AM - 8:27 AM)",Snickerdoodle,"Iced, Latte",6.5,1,6.5,0.63,Visa 9156,2025-05-04 08:53:00,8,4
8,"5/4/25, 8:54 AM",,Latte,"Iced, Almond Milk",5.75,1,5.75,0.56,Visa 7307,2025-05-04 08:54:00,8,4
9,"5/4/25, 8:58 AM","(5/4/25, 8:26 AM - 8:27 AM)",Bagel Combo,"_, Asiago Bagel, Plain CC, Matcha, Strawberry, Oat Milk, Iced",9.75,1,9.75,0.95,Amex 1001,2025-05-04 08:58:00,8,2
